Magnitude,Depth,destruction,Victim's reaction,Intensity
8.2,25,6,7,8
7.9,670.81,2,3,4
7.5,20,8,9,10
8.3,23.5,7,8,9
6.7,29,5,6,7
7.5,231,5,6,7
7.7,35,7,8,9
7.5,20,8,9,10
6.6,25,4,5,6
5,10,2,3,4
6.5,14,7,8,9
6.9,8,7,8,9
6.7,100,6,7,8
6.3,93,3,4,5
7.4,33,8,9,10
6.6,11.1,8,9,10
6.5,176,2,3,4
5.4,30,3,4,5
4.8,12,5,6,7
5.4,4,6,7,8
7.3,595,2,3,4
6.6,113.7,3,4,5
7.2,22,5,6,7
8.2,25.1,4,5,6
6,23,4,5,6
7.4,30,8,9,10
6.7,20.49,5,6,7
6.7,10,3,4,5
7.8,20.59,7,8,9
7,10,5,6,7
6.9,33,3,4,5
6.5,37,4,5,6
6.1,28,5,6,7
7.5,33,3,4,5
7.1,18,4,5,6
7.2,15,6,7,8
7.8,15,3,4,5
5.2,33,4,5,6
6.7,22,5,6,7
6.6,10,8,9,10
6.5,6.43,3,4,5
7.6,26,7,8,9
6.4,15,5,6,7
5.1,30,5,6,7
7.2,44,4,5,6
7,18,5,6,7
6.7,24,4,5,6
6.7,11,2,3,4
6.7,28,4,5,6
7.8,115.6,5,6,7
5.7,18,6,7,8
6.2,5,4,5,6
7.2,10,8,9,10
7.7,10,2,3,4
6.9,53,5,6,7
7.5,10,5,6,7
7.4,35,7,8,9
5.1,10,2,3,4
7.4,10,5,6,7
6.5,187,5,6,7
7.5,33,3,4,5
8.2,32,6,7,8
7.9,40,6,7,8
7.3,33,5,6,7
7.5,41,4,5,6
5,7,5,6,7
7.6,15,9,10,11
5,33,4,5,6
6.8,22.86,4,5,6
6.2,84,5,6,7
6.9,205.681,3,4,5
7.3,146.82,4,5,6
7.8,14,5,6,7
7.2,65,2,3,4
6.6,624.464,0,1,2
6.5,105.631,4,5,6
5.9,15,5,6,7
6.8,350.4,2,3,4
7.2,10,6,7,8
7.8,47,6,7,8
7.3,37,5,6,7
7.9,33,6,7,8
7.2,18.98,5,6,7
6.4,13,4,5,6
6.1,9,4,5,6
7.5,112,6,7,8
6.7,10,2,3,4
6.5,83,4,5,6
6.6,39,5,6,7
7.8,74,6,7,8
6.4,19,6,7,8
8.2,600,2,3,4
5.5,33,8,9,10
7.9,4.2,7,8,9
8,30,9,10,11
5.2,42,1,2,3
7,10,7,8,9
6,29,3,4,5
7,29,4,5,6
7.5,40,3,4,5
7,8.8,4,5,6
7,33.729,6,7,8
6.8,559,1,2,3
6.4,10,6,7,8
5.2,42,1,2,3
8.2,33,7,8,9
7.2,22,5,6,7
6.7,26,7,8,9
7.2,177,5,6,7
7.6,24,5,6,7
6.5,110.57,3,4,5
6.7,23,3,4,5
7.9,10,7,8,9
3.6,10,3,4,5
7.5,24,4,5,6
6.6,24,6,7,8
8,35,6,7,8
7.2,110,5,6,7
8.8,22.9,6,7,8
6.7,22.91,5,6,7
4.9,7,4,5,6
8.3,33,7,8,9
7.4,73,4,5,6
7.1,13.73,6,7,8
7.3,35,8,9,10
6.9,21,5,6,7
6.8,53,4,5,6
8.3,33,7,8,9
7.4,33,7,8,9
5.7,8,5,6,7
6.3,10,5,6,7
7.4,55,5,6,7
5,6,6,7,8
6.9,120,8,9,10
5.1,5,6,7,8
6.7,19,3,4,5
7,24,4,5,6
6.6,15,5,6,7
6.8,52,6,7,8
7.2,10,7,8,9
6.8,10,2,3,4
6.7,10,5,6,7
5.6,12,6,7,8
7.1,40,6,7,8
6.5,10,5,6,7
5.7,8,5,6,7
5.8,6,5,6,7
7,9,3,4,5
8.3,10,5,6,7
8.16,27,7,8,9
7.4,33,7,8,9
6.5,14,7,8,9
6.5,16,2,3,4
5.4,11,3,4,5
5.2,42,1,2,3
7,150,7,8,9
7.9,670.81,2,3,4
6.7,34,3,4,5
8,33,5,6,7
7.2,42.6,4,5,6
7.1,6,2,3,4
6.8,50,5,6,7
6.7,3,6,7,8
5,6,6,7,8
7.5,231,5,6,7
6.6,10,5,6,7
7.9,25,3,4,5
6.6,187.1,2,3,4
7.6,50,2,3,4
8.6,15,4,5,6
8,24,5,6,7
6.6,10,2,3,4
7.1,10,5,6,7
5.7,12,4,5,6
6.9,15,8,9,10
7.1,126,4,5,6
7.9,20,9,10,11
4.9,10,4,5,6
5.6,21,4,5,6
6.1,25,6,7,8
6.2,18,5,6,7
7.7,17.8,8,9,10
5.5,70,8,9,10
6.4,72,7,8,9
7,150,7,8,9
7.3,40,4,5,6
6.8,11,2,3,4
5.7,4,8,9,10
7.5,24,4,5,6
6,5,4,5,6
7.3,15,6,7,8
6.7,573,1,2,3
6.7,27.4,4,5,6
7.2,78,4,5,6
7.1,434,4,5,6
6.3,79,5,6,7
7.6,35,5,6,7
7.6,19,5,6,7
6.7,15,5,6,7
6,12,8,9,10
8.4,33,6,7,8
3.6,10,3,4,5
6.6,53.19,4,5,6
6.9,8,7,8,9
5.8,10,7,8,9
6.9,29,5,6,7
6.5,10,6,7,8
7.6,55,5,6,7
6.4,10,6,7,8
7.2,78,4,5,6
7.2,19,2,3,4
6,22,4,5,6
7.3,100,8,9,10
6.7,11,2,3,4
6.8,10,3,4,5
6.1,6,5,6,7
6.5,5,5,6,7
6.7,23,3,4,5
5.5,33,2,3,4
6.7,10,5,6,7
6.6,10,7,8,9
6.6,13.23,3,4,5
6.9,53,5,6,7
6.6,10,7,8,9
7.2,10,4,5,6
6.6,18,4,5,6
6.9,28,4,5,6
6.3,15,5,6,7
6.6,17,5,6,7
6.9,33.3,2,3,4
7.5,35,3,4,5
7.8,33,7,8,9
5.7,10,5,6,7
7.5,57.8,3,4,5
8,35,5,6,7
8.7,33,7,8,9
5.1,10,6,7,8
6.7,10,7,8,9
6.8,12,5,6,7
5.6,10,6,7,8
7.9,135,5,6,7
8.3,40,9,10,11
7,70,4,5,6
7,10,7,8,9
5.2,22,4,5,6
6.7,10,3,4,5
7.2,10,8,9,10
7.1,18,8,9,10
7.3,22,7,8,9
7.6,28.37,5,6,7
5,11,4,5,6
6.7,200.1,2,3,4
5.7,18,6,7,8
5.3,33,5,6,7
7.3,212,4,5,6
7,80,3,4,5
6.9,10,2,3,4
5.9,70,6,7,8
6.9,24,5,6,7
6.6,27.8,2,3,4
5,10,2,3,4
5,8,6,7,8
7.1,18,8,9,10
7.5,7,5,6,7
7.6,38,6,7,8
6.6,113.7,3,4,5
4.5,10,6,7,8
7.7,48,6,7,8
7.6,606.21,3,4,5
4.8,5,2,3,4
7.7,45,5,6,7
7.3,90.1,5,6,7
7.6,15,6,7,8
7.2,177,5,6,7
6.9,10,5,6,7
5.4,55,5,6,7
6.6,18,5,6,7
5.3,33,5,6,7
7.5,31,5,6,7
7.2,236,3,4,5
5.5,70,8,9,10
5.3,33,5,6,7
6.2,12,2,3,4
6.8,79,4,5,6
6.9,115,2,3,4
5.7,10,5,6,7
6.5,10,5,6,7
6.6,107,4,5,6
5.7,54,7,8,9
6.6,13,2,3,4
6.9,26,2,3,4
5.5,10,5,6,7
7.2,236,3,4,5
5.9,33,6,7,8
6.3,12,4,5,6
5.1,12,1,2,3
7.2,21,4,5,6
8.2,11.5,6,7,8
6.9,53,6,7,8
6.8,198.7,3,4,5
6.6,19,3,4,5
7.8,8.22,7,8,9
6.7,12,6,7,8
5.4,10,2,3,4
6.7,22.91,5,6,7
8.1,28,7,8,9
6.1,60,6,7,8
6.9,12,2,3,4
6.7,22.91,5,6,7
6.8,16.441,3,4,5
6.2,155,4,5,6
6.6,15,5,6,7
6.7,20,5,6,7
6.9,51.6,4,5,6
7.1,103,5,6,7
7.4,23,5,6,7
5.9,10,5,6,7
6.9,145,3,4,5
6.6,165,2,3,4
7,130,5,6,7
7.8,20.1,5,6,7
8.2,25.1,4,5,6
7.6,17,5,6,7
6,9,3,4,5
6.6,9,5,6,7
6.6,10,2,3,4
6.6,33,5,6,7
6.9,28,5,6,7
6.5,226.5,2,3,4
7.5,18,4,5,6
6.5,33,4,5,6
6.7,89,4,5,6
7.4,33,8,9,10
4.7,24,5,6,7
5,4,7,8,9
5.5,33,2,3,4
7.5,31,4,5,6
7.6,15,8,9,10
6.8,33,4,5,6
7.4,30,5,6,7
6.7,57,5,6,7
7.6,28,3,4,5
8.3,100,7,8,9
6.9,93,5,6,7
7,10,7,8,9
6.7,46,4,5,6
6.4,10,6,7,8
6.6,7,5,6,7
6.4,7,8,9,10
7.1,60.53,5,6,7
7.7,70,5,6,7
7.5,26,5,6,7
6.7,16,5,6,7
6.8,35,5,6,7
6.3,135,5,6,7
6.5,8.382,7,8,9
6.7,461,1,2,3
5.1,10,2,3,4
4.7,10,5,6,7
6.7,12,5,6,7
6.8,10,2,3,4
6.6,28,6,7,8
6.3,10,7,8,9
5.6,10,5,6,7
7,9,3,4,5
7.6,31,3,4,5
7,143,4,5,6
6.8,33,5,6,7
6.6,35,7,8,9
5.5,34,3,4,5
6.7,33,3,4,5
4.7,7,5,6,7
8.1,22.79,5,6,7
6.6,22,3,4,5
7.1,292,2,3,4
6.5,36,4,5,6
7,10,3,4,5
6.4,27,6,7,8
6.8,22,2,3,4
6.6,12,2,3,4
7.3,33,4,5,6
5.8,10,4,5,6
6.5,125.1,3,4,5
7.5,20,8,9,10
5.3,10,4,5,6
7.5,33,4,5,6
7.7,44,5,6,7
5.6,60,6,7,8
6.6,11,6,7,8
7,36,8,9,10
8.4,34,4,5,6
7.9,10,7,8,9
4.7,33,5,6,7
7,137,3,4,5
6.7,26.59,3,4,5
6.5,119,3,4,5
6.5,20,4,5,6
7.6,33,8,9,10
7.4,10,5,6,7
6.6,27.8,2,3,4
5.4,10,6,7,8
7,594.028,1,2,3
4.9,10,4,5,6
6.5,119,3,4,5
7.3,33,8,9,10
7.9,33,4,5,6
6.4,33,7,8,9
7.3,212,4,5,6
7.2,32,4,5,6
5.2,32,0,1,2
6.6,181,2,3,4
6.9,8,7,8,9
7,10,2,3,4
6.8,34,4,5,6
6.5,28.9,3,4,5
6.6,35,4,5,6
6.5,24,4,5,6
6.7,20.49,5,6,7
6.6,22,5,6,7
6.8,65.842,5,6,7
7.2,215,5,6,7
6.9,36.4,5,6,7
7.1,45,4,5,6
8.2,20,7,8,9
7.8,40,6,7,8
6.9,21,5,6,7
5.1,26,5,6,7
6.4,5,6,7,8
7.8,31,5,6,7
6.6,22.8,4,5,6
6.5,12,5,6,7
6.4,5,7,8,9
7,10,4,5,6
7.8,15.11,7,8,9
5.8,33,2,3,4
5.2,21,6,7,8
6.8,12,4,5,6
6.3,12,5,6,7
7.1,35,2,3,4
7.6,61.4,6,7,8
6.8,50,5,6,7
7.5,47.23,4,5,6
7.6,28,3,4,5
6.7,20,5,6,7
6.9,6,7,8,9
6,63,6,7,8
7,30,7,8,9
6.6,591,1,2,3
7.4,31.1,5,6,7
6.7,4,6,7,8
7.2,10,6,7,8
6.7,40,4,5,6
7.6,61.4,6,7,8
6.5,2.7,6,7,8
7.5,8.7,4,5,6
6.6,18,5,6,7
7.5,33,8,9,10
7,10,2,3,4
6.1,88,3,4,5
7.3,37,5,6,7
4.9,29,2,3,4
7.1,35.981,2,3,4
7.4,6,7,8,9
7.7,20,3,4,5
7.4,10,7,8,9
7.1,49,7,8,9
7.6,18.1,5,6,7
7.6,578,1,2,3
6.8,36,4,5,6
6.8,33,7,8,9
7.6,28.37,5,6,7
6.7,595.854,1,2,3
5.8,5,6,7,8
6.6,29,5,6,7
7.8,28,6,7,8
6.7,21,4,5,6
6,27,5,6,7
6.7,35,4,5,6
6.1,7,5,6,7
6.8,12,5,6,7
6.5,24,4,5,6
7.7,33,6,7,8
8.2,30,6,7,8
7.2,20,8,9,10
7.5,231,5,6,7
7,31,4,5,6
5.8,10,5,6,7
6.3,10,4,5,6
6.7,10,8,9,10
6.8,53,3,4,5
7.8,626.2,2,3,4
4.5,33,4,5,6
6.6,107,4,5,6
6.7,21,4,5,6
7.4,173.7,4,5,6
7.2,22,5,6,7
6.5,36,4,5,6
6.9,130,4,5,6
6.7,24,2,3,4
7.9,47,7,8,9
6.6,33,4,5,6
7.3,24,3,4,5
6.7,200.7,2,3,4
6.5,20,4,5,6
6.8,65,7,8,9
6.5,12,5,6,7
6.9,10,2,3,4
6.9,27,3,4,5
7.5,57,4,5,6
8,20,7,8,9
8.1,18,4,5,6
5.6,15,6,7,8
6.3,79,5,6,7
6,73,4,5,6
6.9,12,2,3,4
6.6,16,2,3,4
7.4,150,8,9,10
6.5,24.07,5,6,7
7.7,60,7,8,9
8,45.6,6,7,8
7.4,20,6,7,8
6.5,598.925,0,1,2
5.4,54,5,6,7
8.4,33,6,7,8
5.6,10,5,6,7
6,33,6,7,8
8,33,6,7,8
7.8,33,5,6,7
6.8,12.59,4,5,6
6,30,6,7,8
7,22,3,4,5
6.5,371,2,3,4
6.5,192.955,2,3,4
8.3,22,7,8,9
6.6,33,4,5,6
7.3,8,6,7,8
6.9,174.8,3,4,5
7.1,630,1,2,3
6.4,10,6,7,8
6.7,46,4,5,6
8,33,5,6,7
7.4,150,8,9,10
6.6,22,3,4,5
6.9,21,3,4,5
6.6,164.6,3,4,5
6.6,50,4,5,6
6.6,33,4,5,6
6.8,51.798,5,6,7
6,83,6,7,8
6.7,66,4,5,6
6.8,38.12,4,5,6
6,38,3,4,5
6.5,90,5,6,7
7.3,10,6,7,8
7,21,5,6,7
6.5,33,6,7,8
5.1,26,6,7,8
6,12,8,9,10
6.1,10,5,6,7
6.5,8.2,5,6,7
6.6,25,4,5,6
7.3,19,7,8,9
7.7,60,6,7,8
7.9,4.2,7,8,9
6.7,91,4,5,6
5.5,33,5,6,7
6.7,14,7,8,9
7.2,27,6,7,8
6.6,18,5,6,7
6.6,107,4,5,6
5.8,12,2,3,4
6.6,50,4,5,6
6.5,22,4,5,6
7.6,606.21,3,4,5
5,10,2,3,4
6.9,20,3,4,5
6.9,12,5,6,7
6.2,4,7,8,9
7.8,8,6,7,8
6.5,38,3,4,5
8.2,24,7,8,9
7.1,55.14,5,6,7
6.9,29,4,5,6
4.8,10,3,4,5
5.7,17,6,7,8
5.6,13,6,7,8
8,19,5,6,7
8.4,33,6,7,8
7.5,19,6,7,8
8.8,22.9,7,8,9
7,10,7,8,9
7.9,94.54,5,6,7
5.4,7,6,7,8
6.5,228.4,2,3,4
5.5,30,6,7,8
8.2,60,9,10,11
7.5,55,6,7,8
6.9,21,5,6,7
7,50,5,6,7
6.5,192.955,2,3,4
6.6,33,5,6,7
7.2,31,4,5,6
6.9,16.7,2,3,4
4.8,12,5,6,7
6.5,577,0,1,2
7.3,11,4,5,6
5.8,17,5,6,7
4.3,10,6,7,8
7.5,41,5,6,7
6.8,50,5,6,7
6.9,9,4,5,6
5.9,10,7,8,9
6.1,7,4,5,6
5.4,10,5,6,7
7.1,10,7,8,9
6.7,152,3,4,5
6.5,9,3,4,5
6.8,58,3,4,5
7.2,10,6,7,8
7,80,3,4,5
6.9,10,5,6,7
5.1,5,6,7,8
7.1,50,6,7,8
7.8,47,6,7,8
5.8,22,5,6,7
7.9,33,3,4,5
6.9,10,2,3,4
7.4,26,7,8,9
7.1,18,8,9,10
7,24,4,5,6
6.5,123.8,3,4,5
6.1,10,4,5,6
6.8,11,0,1,2
6.9,35,4,5,6
8.6,40,6,7,8
5.9,9,1,2,3
7.6,20,7,8,9
6.8,150,3,4,5
6.5,576,0,1,1
6.9,35,4,5,6
7.3,8,6,7,8
7,15,7,8,9
6.3,33,6,7,8
7.1,35,2,3,4
7,12,6,7,8
7.2,10,7,8,9
5.7,10,6,7,8
6.8,570.41,1,2,3
6.6,27.8,2,3,4
6.9,15,6,7,8
6.8,14,5,6,7
7.4,26,5,6,7
6.7,18,3,4,5
7.6,26.943,6,7,8
7.4,26,7,8,9
7.5,31,5,6,7
7,137,3,4,5
7.5,31,4,5,6
6.6,34,4,5,6
5.4,55,5,6,7
7.7,20,3,4,5
6.7,11,4,5,6
7.2,10,7,8,9
5.2,33,4,5,6
6.3,33,5,6,7
8.16,27,7,8,9
8.5,60,8,9,10
6.5,529,1,2,3
6.8,14,4,5,6
6.6,18,4,5,6
6.6,22,3,4,5
7.2,10,7,8,9
6.8,10,7,8,9
6.8,169,3,4,5
6,15,8,9,10
9.2,25,9,10,11
7.1,23,3,4,5
7,147,4,5,6
6.8,33,4,5,6
7.5,40,3,4,5
7,22,5,6,7
7.3,8,7,8,9
6.2,10,6,7,8
7.9,100,8,9,10
6.7,130,3,4,5
7.7,20,3,4,5
6.6,165,2,3,4
6.7,11,5,6,7
7.9,60,5,6,7
7.5,33,4,5,6
8,19,4,5,6
7.8,28,6,7,8
6.4,15,8,9,10
6.5,83,4,5,6
6.8,35,4,5,6
6.8,12,3,4,5
9,21.6,9,10,11
5.7,8,8,9,10
6.5,35,4,5,6
8.2,30,7,8,9
6.2,7,6,7,8
6.2,10,6,7,8
7.9,25,3,4,5
6.3,10,7,8,9
6.5,460,2,3,4
6.6,135,3,4,5
5.5,17,6,7,8
7.3,10,7,8,9
6.1,10,5,6,7
6.9,33,4,5,6
6,5,6,7,8
7.9,49,6,7,8
6.7,26.59,3,4,5
7.3,100,8,9,10
7.2,22,5,6,7
6.2,84,5,6,7
6,38,3,4,5
6.6,12,6,7,8
6.8,34,4,5,6
7.6,55,5,6,7
6.5,10,2,3,4
6.5,9,5,6,7
6.6,181,2,3,4
6.6,40,5,6,7
6.5,33.93,4,5,6
6.4,66,5,6,7
7.2,10,6,7,8
7.5,33,8,9,10
6.5,30,4,5,6
7,100,5,6,7
7.4,26,5,6,7
7,58,7,8,9
6.8,33,7,8,9
7.1,32.8,4,5,6
7,185.1,3,4,5
6.8,10,3,4,5
6.5,16,4,5,6
6.4,5,6,7,8
6.6,27,5,6,7
9.5,25,10,11,12
8,10,8,9,10
4.7,16,4,5,6
8,35,6,7,8
9.1,29,6,7,8
5.2,21,2,3,4
7.3,28,3,4,5
7.9,33,3,4,5
6.7,624,1,2,3
6.8,11,2,3,4
5.9,10,5,6,7
6.5,20,5,6,7
6.6,35,5,6,7
6.5,18,5,6,7
7.1,15,6,7,8
7.2,24,5,6,7
4.6,10,4,5,6
6.6,10,5,6,7
7,9,3,4,5
6.9,13,2,3,4
6.5,16.7,5,6,7
6.6,10,6,7,8
6.5,9,3,4,5
6.7,27.4,4,5,6
6.7,25,4,5,6
6.7,20.49,5,6,7
6.4,10,8,9,10
5,5,6,7,8
5.9,9,6,7,8
7.7,48,6,7,8
7.9,10,7,8,9
7.6,61.4,6,7,8
6.7,57,5,6,7
7.8,664,4,5,6
6.6,19,4,5,6
7.3,100,8,9,10
6.9,25,3,4,5
5.8,25,6,7,8
7.9,49,6,7,8
7,60.21,3,4,5
5.8,6,5,6,7
6.6,17,5,6,7
6.7,200.7,2,3,4
5.4,12,6,7,8
6.6,15,7,8,9
7.2,18.98,5,6,7
6.9,6,7,8,9
7.3,33,4,5,6
7.5,30,6,7,8
5.8,15,8,9,10
6.6,33,6,7,8
6.3,10,8,9,10
7.3,23,8,9,10
6.6,10,7,8,9
6.6,35,4,5,6
6.7,30,3,4,5
5.7,15,5,6,7
8.4,25,8,9,10
6.9,20,5,6,7
6.4,10,7,8,9
6.9,10,7,8,9
6.6,43.21,2,3,4
7,115,5,6,7
6.9,10,2,3,4
7,30,5,6,7
6.5,13.4,5,6,7
6.5,15,7,8,9
6.5,28,1,2,3
7.6,586,2,3,4
6.4,108,7,8,9
6.9,10,7,8,9
6.5,41,4,5,6
5.3,11,5,6,7
6.7,15,7,8,9
7,31,4,5,6
6.8,87,4,5,6
5.6,11,6,7,8
6.7,10,5,6,7
4.9,25,3,4,5
6.8,24,6,7,8
6.2,17,5,6,7
6.5,16,4,5,6
6.8,10,4,5,6
6.1,15,5,6,7
7.5,30,5,6,7
7.1,34,4,5,6
7.1,10,6,7,8
7.2,24,5,6,7
6.5,27,5,6,7
8.6,20,5,6,7
7,23,5,6,7
6.2,15,6,7,8
7.2,10,2,3,4
5,28,0,1,2
5.1,21,4,5,6
6.6,31,3,4,5
7.6,40,8,9,10
6.7,33,2,3,4
6,33,6,7,8
6.5,17,3,4,5
6.4,21,3,4,5
7,24.4,5,6,7
6,11,6,7,8
7.5,61,6,7,8
8.6,50,8,9,10
6.8,38.12,4,5,6
7,147,4,5,6
7.2,31,4,5,6
7.6,578,1,2,3
6.7,14,7,8,9
6.5,246,2,3,4
6.5,15,6,7,8
5.6,11,6,7,8
8.2,25.1,4,5,6
4.6,51,4,5,6
6.6,591,1,2,3
6.6,53.19,4,5,6
7,21,6,7,8
5.2,11,5,6,7
8.2,60,8,9,10
6.9,624,1,2,3
7,48,5,6,7
6.9,21,5,6,7
6.7,10,2,3,4
6.5,110,3,4,5
7.3,527,2,3,4
7.1,46.7,6,7,8
6,10,8,9,10
6.5,402,1,2,3
7.6,606.21,3,4,5
7.5,35,3,4,5
6.5,43,4,5,6
5.8,16,6,7,8
7.6,578,1,2,3
6.9,615.42,4,5,6
6.8,45,5,6,7
6.5,2.7,6,7,8
5.4,11,6,7,8
8.1,45,7,8,9
7.1,21.43,3,4,5
6.7,43,2,3,4
6.6,35,7,8,9
7,18,4,5,6
7.9,14.06,2,3,4
7,579,1,2,3
7,10,2,3,4
6.6,591,1,2,3
6.6,10,2,3,4
6.4,19,6,7,8
6.4,108,7,8,9
6.3,23,6,7,8
4.6,51,4,5,6
6.4,107,2,3,4
6.6,27,3,4,5
6.1,32,5,6,7
7.4,23,5,6,7
8.1,33,7,8,9
6.9,10,7,8,9
6.5,56,4,5,6
7.8,20,10,11,12
7.6,10,7,8,9
6.7,23,4,5,6
6.2,33,8,9,10
6.6,135,3,4,5
6.6,13,2,3,4
8.5,25,9,10,11
6.7,34,3,4,5
6.5,34,4,5,6
7.6,26,7,8,9
6.6,12,2,3,4
6.4,15,5,6,7
6.9,21,3,4,5
6.9,10,2,3,4
6.7,206.3,2,3,4
6.5,17,2,3,4
7,23,5,6,7
7.8,40,6,7,8
8.1,15,8,9,10
5.8,48,6,7,8
7.5,85.3,7,8,9
7.5,35,8,9,10
6.8,10,5,6,7
7.1,630,1,2,3
6.5,10,3,4,5
7,33,5,6,7
6.5,33,4,5,6
7.2,31,4,5,6
6.8,18.3,4,5,6
6.5,105,3,4,5
6.5,110,4,5,6
7.4,156,5,6,7
6.6,591,1,2,3
8.2,25,6,7,8
7.1,21.43,3,4,5
6,15,8,9,10
6.5,119,3,4,5
6.7,71.9,3,4,5
6.6,9,5,6,7
8.6,20,5,6,7
6.5,9,5,6,7
5,10,3,4,5
7.1,8,7,8,9
7.1,10,5,6,7
6.7,64,3,4,5
7.7,20,9,10,11
8.4,40,9,10,11
7.2,33,4,5,6
6.9,145,3,4,5
6.3,34,5,6,7
5.9,13,7,8,9
6.5,20,2,3,4
6.9,6.43,5,6,7
6.7,127.9,4,5,6
8.2,600,2,3,4
6.5,10,4,5,6
6.6,10,4,5,6
7.9,24,4,5,6
7.1,42,6,7,8
8.1,15,7,8,9
8,30,6,7,8
7.1,13,8,9,10
6.5,460,2,3,4
5.6,33,8,9,10
5.5,33,8,9,10
7.7,25,4,5,6
4.1,5,3,4,5
6.8,40.2,5,6,7
7.8,20,8,9,10
6.7,11,4,5,6
5.2,14,6,7,8
7.8,20,10,11,12
6.5,10,4,5,6
6.8,33,3,4,5
7.5,27,7,8,9
6.5,224.6,3,4,5
6.6,18,5,6,7
7.5,231,5,6,7
6.1,27,5,6,7
6.8,20.522,5,6,7
7.5,35,3,4,5
6.6,19,8,9,10
6.9,130,4,5,6
7,13,5,6,7
6.6,29,4,5,6
7.8,30,5,6,7
7,2,4,5,6
7.2,10,6,7,8
6.6,10,5,6,7
6.7,15,5,6,7
6.7,27.4,4,5,6
6,38,6,7,8
6.7,12,8,9,10
6.5,112,3,4,5
7.8,15,7,8,9
7,33,7,8,9
5.8,33,7,8,9
7.2,159.3,4,5,6
7.8,15,7,8,9
6.5,16,4,5,6
6.7,66,4,5,6
6.9,535,1,2,3
6.7,33,3,4,5
5.2,26,3,4,5
6.6,33,4,5,6
6.5,110,4,5,6
6.9,36.4,5,6,7
6.9,34,6,7,8
7.9,14.06,2,3,4
7.4,43,5,6,7
7.7,15,6,7,8
7.2,78,4,5,6
7,10,7,8,9
7.1,10,3,4,5
6.5,27,5,6,7
6,8,6,7,8
6.6,10,2,3,4
7.6,27,9,10,11
6.3,14,3,4,5
6.5,10,6,7,8
6.5,69.1,4,5,6
8,20,7,8,9
7,39,5,6,7
6.1,20,6,7,8
7,25,4,5,6
7.3,10,2,3,4
4.5,27,5,6,7
6.3,31,2,3,4
6.7,26.59,3,4,5
7,20,6,7,8
7.3,10,7,8,9
6,6,5,6,7
5.9,33,8,9,10
5.9,13,7,8,9
4.9,3,2,3,4
7.6,578,1,2,3
6.9,10,3,4,5
7.4,16,8,9,10
6.5,45.8,4,5,6
6.9,43,4,5,6
7.3,8,7,8,9
6.5,8,2,3,4
6.3,21,6,7,8
6.2,17,5,6,7
6.6,16,2,3,4
7,33,5,6,7
5.3,10,5,6,7
6.5,35,4,5,6
7.3,51,8,9,10
7.2,36,5,6,7
7.1,33,4,5,6
7.5,20,8,9,10
6.9,33.3,2,3,4
8.2,60,8,9,10
6.7,12,5,6,7
5.7,10,5,6,7
6.5,59,5,6,7
6.5,10,5,6,7
7,267,2,3,4
7.3,19,7,8,9
6.7,573,1,2,3
6.9,10,7,8,9
7.5,10,4,5,6
6.6,38,6,7,8
7.7,16,9,10,11
6.5,20,7,8,9
5.6,32,4,5,6
6.6,25,6,7,8
6.3,12,4,5,6
6.6,8.45,2,3,4
6.5,10,2,3,4
7.1,40,4,5,6
6.8,12,5,6,7
7.7,200,4,5,6
6.6,9.45,3,4,5
7.8,25,8,9,10
7.6,210.097,4,5,6
8.2,25,9,10,11
6.7,15,7,8,9
7.7,20,7,8,9
6.9,136,4,5,6
6.8,33,6,7,8
7.3,13,8,9,10
6,33,5,6,7
7.2,18.98,5,6,7
4.8,12,1,2,3
7.9,14,7,8,9
6.6,11,6,7,8
7.1,28,4,5,6
7.9,19,7,8,9
7,58,7,8,9
5.1,10,7,8,9
6.6,165,2,3,4
6.8,5,2,3,4
8.3,20,8,9,10
5.8,15,6,7,8
7.7,14.86,4,5,6
8.1,10,3,4,5
7.1,45,4,5,6
8.2,60,9,10,11
7.9,49,6,7,8
8.1,33,7,8,9
7.8,40.5,6,7,8
6.7,10,3,4,5
7.5,7,5,6,7
6.9,615.42,4,5,6
6.5,15,7,8,9
7.5,18,7,8,9
8.1,33,5,6,7
5,8,6,7,8
6.9,53,5,6,7
7.6,45,6,7,8
7.9,100,8,9,10
7,80,3,4,5
7.5,160,4,5,6
8.6,40,7,8,9
7.3,146.82,4,5,6
6.4,13,7,8,9
7.3,212,4,5,6
6.6,99,6,7,8
6.5,59,5,6,7
6.5,10,8,9,10
6.5,11,7,8,9
6.5,20,7,8,9
7.9,33,4,5,6
6.7,20,6,7,8
7.7,18.6,2,3,4
6.5,10,5,6,7
7.6,578,1,2,3
7.1,33,4,5,6
4.5,10,2,3,4
6.8,26,4,5,6
7.9,47,7,8,9
6.6,7,1,2,3
6.5,68,4,5,6
7.2,217,5,6,7
7.3,385.5,2,3,4
7.9,24,6,7,8
6.3,10,5,6,7
7.5,120,5,6,7
6.6,43.21,2,3,4
6.7,24,4,5,6
8.3,598.1,4,5,6
8.2,60,8,9,10
5.6,10,5,6,7
6.5,5,5,6,7
7.4,156,5,6,7
7.3,25,5,6,7
6.8,82,4,5,6
7.4,39,4,5,6
4.2,5,4,5,6
6.3,107,5,6,7
6.9,33,3,4,5
6.1,34,5,6,7
7.5,35,3,4,5
6.7,24,5,6,7
7,39,4,5,6
6.2,13,8,9,10
6.8,19.7,4,5,6
7,33,5,6,7
6.4,29,7,8,9
